,"CLSS ID","SIS ID","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Section Type","Title/Topic","Meeting Pattern","Meetings","Instructor","Room","Status","Session","Campus","Inst. Method","Integ. Partner","Schedule Print","Consent","Credit Hrs Min","Credit Hrs","Grade Mode","Attributes","Course Attributes","Room Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Projected Enrollment","Wait Cap","Wait Total","Rm Cap Request","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Projected","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Rm Cap Request","Link To","Comments","Notes#1","Notes#2"
,"598","15459","Fall 2023","1238","UNO-DOIS","CIST","2100","CIST 2100","001","ORGANIZATIONS, APPLICATIONS AND TECHNOLOGY","","Lecture","","MW 12pm-1:15pm","MW 12pm-1:15pm","Rosser, Hollie (16743548) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: Low Cost Materials; University General Education: Social Science General Education course","University General Education: Social Science General Education course","","30","30","","","99","0","30","","","","","","","","","","",""
,"599","16850","Fall 2023","1238","UNO-DOIS","CIST","2100","CIST 2100","002","ORGANIZATIONS, APPLICATIONS AND TECHNOLOGY","","Lecture","","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Ward, Kerry (78186070) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: Low Cost Materials; University General Education: Social Science General Education course","University General Education: Social Science General Education course","","36","35","","","99","0","35","","","","","","","","","","",""
,"601","14583","Fall 2023","1238","UNO-DOIS","CIST","2100","CIST 2100","003","ORGANIZATIONS, APPLICATIONS AND TECHNOLOGY","","Lecture","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Exploratory Studies: Reserved for students in Exploratory Studies; Open Nebraska: Low Cost Materials; University General Education: Social Science General Education course","University General Education: Social Science General Education course","","0","30","","","99","0","30","","","","","","","","","","",""
,"600","15295","Fall 2023","1238","UNO-DOIS","CIST","2100","CIST 2100","821","ORGANIZATIONS, APPLICATIONS AND TECHNOLOGY","","Lecture","","M 6pm-8:40pm","M 6pm-8:40pm","Allen, Karen (86896761) [Primary Instructor, Post, Print]","Remote Learning","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: Low Cost Materials; Remote Learning: Remote Learning; University General Education: Social Science General Education course","University General Education: Social Science General Education course","","30","35","","","99","0","35","","","","","","","","","","This class will be taught remotely via synchronous teaching. Students will need to log in at the specified time but will not physically attend class.",""
,"602","14585","Fall 2023","1238","UNO-DOIS","CIST","2100","CIST 2100","850","ORGANIZATIONS, APPLICATIONS AND TECHNOLOGY","","Lecture","","Does Not Meet","Does Not Meet","Rosser, Hollie (16743548) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: Low Cost Materials; Online: Totally Online; University General Education: Social Science General Education course","University General Education: Social Science General Education course","","37","36","","","99","0","36","","","","","","","","","","",""
,"603","14584","Fall 2023","1238","UNO-DOIS","CIST","2100","CIST 2100","851","ORGANIZATIONS, APPLICATIONS AND TECHNOLOGY","","Lecture","","Does Not Meet","Does Not Meet","Iorga, Gina (07086715) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: Low Cost Materials; Online: Totally Online; University General Education: Social Science General Education course","University General Education: Social Science General Education course","","30","30","","","99","0","30","","","","","","","","","","",""
"CIST 2500 - INTRODUCTION TO APPLIED STATISTICS FOR IS&T"
,"579","15548","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","001","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Shapouri, Fatemeh (46573382) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","21","30","","","99","0","30","","","","","","","","","","",""
,"580","16849","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","002","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","TR 3pm-4:15pm","TR 3pm-4:15pm","Toh, Christine (37784191) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","30","30","","","99","0","30","","","","","","","","","","",""
,"597","14586","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","003","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","TR 4:30pm-5:45pm","TR 4:30pm-5:45pm","Azizian, Sasan (73419847) [Primary Instructor, Post, Print]","Peter Kiewit Institute 155","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","12","30","","","99","0","30","","","","","","","","","","",""
,"5930","21974","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","601","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Ziegler, Karen (02827534) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Bellevue East High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","","","","6","30","","","0","0","30","","","","","","","","","","",""
,"5931","21975","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","602","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Eitzen, Jacob (88365939) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Bellevue West High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","","","","3","30","","","0","0","30","","","","","","","","","","",""
,"5932","21976","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","603","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Carder, Erin (45375129) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Bennington High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","","","","22","30","","","0","0","30","","","","","","","","","","",""
,"5933","21977","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","604","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Gregor, Jenne (42465437) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Creighton Prep High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","","","","21","30","","","0","0","30","","","","","","","","","","",""
,"5934","21978","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","605","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Habrock, Ronda (70808037) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Elkhorn High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","","","","9","30","","","0","0","30","","","","","","","","","","",""
,"5935","21979","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","606","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Schmidt, Lisa (78675931) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Marian High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","","","","11","30","","","0","0","30","","","","","","","","","","",""
,"5936","21980","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","607","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Jolkowski, Jessica (24795881) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Burke High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","","","","40","30","","","0","0","30","","","","","","","","","","",""
,"5937","21981","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","608","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Tyrey, Hannah (83374153) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Central High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","","","","41","30","","","0","0","30","","","","","","","","","","",""
,"5938","21982","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","609","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Steinbruck, Steve (37740497) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","North High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","","","","15","30","","","0","0","30","","","","","","","","","","",""
,"5939","21983","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","610","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Kroenke, Emily (88335119) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Papillion-LaVista South H.S.","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","","","","26","30","","","0","0","30","","","","","","","","","","",""
,"5940","21984","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","611","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet","Hopp, Andrew (63410418) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Platteview High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","","","","16","30","","","0","0","30","","","","","","","","","","",""
,"5941","21985","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","612","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Steele, Joseph (72870780) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Ralston High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","","","","1","30","","","0","0","30","","","","","","","","","","",""
,"596","14587","Fall 2023","1238","UNO-DOIS","CIST","2500","CIST 2500","850","INTRODUCTION TO APPLIED STATISTICS FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet","Smith, Lucas (60312360) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","31","30","","","99","0","30","","","","","","","","","","",""
"CIST 3000 - ADVANCED COMPOSITION FOR IS&T"
,"604","14898","Fall 2023","1238","UNO-DOIS","CIST","3000","CIST 3000","001","ADVANCED COMPOSITION FOR IS&T","","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Davis, Thom (42016345) [Primary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","University General Education: Writing in the Discipline Single Course","","19","20","","","99","0","20","","","","","","","","","","",""
,"609","14589","Fall 2023","1238","UNO-DOIS","CIST","3000","CIST 3000","002","ADVANCED COMPOSITION FOR IS&T","","Lecture","","MW 10:30am-11:45am","MW 10:30am-11:45am","Davis, Thom (42016345) [Primary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","University General Education: Writing in the Discipline Single Course","","21","20","","","99","0","20","","","","","","","","","","",""
,"4658","18026","Fall 2023","1238","UNO-DOIS","CIST","3000","CIST 3000","003","ADVANCED COMPOSITION FOR IS&T","","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Davis, Thom (42016345) [Primary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","University General Education: Writing in the Discipline Single Course","","20","20","","","0","0","20","","","","","","","","","","",""
,"606","15298","Fall 2023","1238","UNO-DOIS","CIST","3000","CIST 3000","850","ADVANCED COMPOSITION FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet","Gutierrez, Amanda (86510047) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","University General Education: Writing in the Discipline Single Course","","20","20","","","99","0","20","","","","","","","","","","",""
,"607","15299","Fall 2023","1238","UNO-DOIS","CIST","3000","CIST 3000","851","ADVANCED COMPOSITION FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet","Gutierrez, Amanda (86510047) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","University General Education: Writing in the Discipline Single Course","","20","20","","","99","0","20","","","","","","","","","","",""
,"608","14588","Fall 2023","1238","UNO-DOIS","CIST","3000","CIST 3000","852","ADVANCED COMPOSITION FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet","Davis, Thom (42016345) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","University General Education: Writing in the Discipline Single Course","","21","20","","","99","0","20","","","","","","","","","","",""
,"605","16295","Fall 2023","1238","UNO-DOIS","CIST","3000","CIST 3000","853","ADVANCED COMPOSITION FOR IS&T","","Lecture","","Does Not Meet","Does Not Meet","Porter, Michelle (93235540) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","University General Education: Writing in the Discipline Single Course","","20","20","","","99","0","20","","","","","","","","","","",""
"CIST 3110 - INFORMATION TECHNOLOGY ETHICS"
,"613","15462","Fall 2023","1238","UNO-DOIS","CIST","3110","CIST 3110","001","INFORMATION TECHNOLOGY ETHICS","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Rosser, Hollie (16743548) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; University General Education: Humanities and Fine Arts General Education course","University General Education: Humanities and Fine Arts General Education course","","31","30","","","99","0","30","","","","","","","","","","",""
,"5542","21575","Fall 2023","1238","UNO-DOIS","CIST","3110","CIST 3110","002","INFORMATION TECHNOLOGY ETHICS","","Lecture","","MW 12pm-1:15pm","MW 12pm-1:15pm","Grover, Andrea (51527295) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","University General Education: Humanities and Fine Arts General Education course","University General Education: Humanities and Fine Arts General Education course","","30","30","","","99","0","30","","","","","","","","","","",""
,"610","14590","Fall 2023","1238","UNO-DOIS","CIST","3110","CIST 3110","003","INFORMATION TECHNOLOGY ETHICS","","Lecture","","M 6pm-8:40pm","M 6pm-8:40pm","Tantillo, Grace (43547635) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","University General Education: Humanities and Fine Arts General Education course","University General Education: Humanities and Fine Arts General Education course","","30","30","","","99","0","30","","","","","","","","","","",""
,"611","15291","Fall 2023","1238","UNO-DOIS","CIST","3110","CIST 3110","820","INFORMATION TECHNOLOGY ETHICS","","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Qureshi, Sajda (48370583) [Primary Instructor, Print]","Remote Learning","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3","3","Graded","Remote Learning: Remote Learning; University General Education: Humanities and Fine Arts General Education course","University General Education: Humanities and Fine Arts General Education course","","30","30","","","99","0","30","","","","","","","","","","",""
,"612","14591","Fall 2023","1238","UNO-DOIS","CIST","3110","CIST 3110","850","INFORMATION TECHNOLOGY ETHICS","","Lecture","","Does Not Meet","Does Not Meet","Corbett, Cale (22417663) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online; University General Education: Humanities and Fine Arts General Education course","University General Education: Humanities and Fine Arts General Education course","","30","30","","","99","0","30","","","","","","","","","","",""
,"614","15640","Fall 2023","1238","UNO-DOIS","CIST","3110","CIST 3110","852","INFORMATION TECHNOLOGY ETHICS","","Lecture","","Does Not Meet","Does Not Meet","Iorga, Gina (07086715) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online; University General Education: Humanities and Fine Arts General Education course","University General Education: Humanities and Fine Arts General Education course","","30","30","","","99","0","30","","","","","","","","","","",""
"CIST 4540 - COMPUTER SECURITY MANAGEMENT"
,"4362","17270","Fall 2023","1238","UNO-DOIS","CIST","4540","CIST 4540","851","COMPUTER SECURITY MANAGEMENT","","Lecture","","Does Not Meet","Does Not Meet","Allen, Karen (86896761) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","2","10","","","0","0","10","Also CYBR 4540-851","22","30","","0","0","30","","","",""
"CIST 9080 - RESEARCH DIRECTIONS IN I.T."
,"617","16348","Fall 2023","1238","UNO-DOIS","CIST","9080","CIST 9080","001","RESEARCH DIRECTIONS IN I.T.","","Lecture","","T 3pm-5:40pm","T 3pm-5:40pm","Fruhling, Ann (26396260) [Primary Instructor, Post, Print]","Peter Kiewit Institute 250","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","4","15","","","0","0","15","","","","","","","","","","",""
"CIST 9970 - RESEARCH OTHER THAN THESIS"
,"3889","15084","Fall 2023","1238","UNO-DOIS","CIST","9970","CIST 9970","001","RESEARCH OTHER THAN THESIS","","Research","","Does Not Meet","Does Not Meet","Fruhling, Ann (26396260) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","3","Satisfactory/Unsatisfactory","","","","4","15","","","0","0","15","","","","","","","","","","Permission to enroll requires an approved CIST9970 proposal.",""
"CIST 9980 - INDEPENDENT STUDY IN INFORMATION TECHNOLOGY"
,"3057","14592","Fall 2023","1238","UNO-DOIS","CIST","9980","CIST 9980","001","INDEPENDENT STUDY IN INFORMATION TECHNOLOGY","","Independent Study","","Does Not Meet","Does Not Meet","Fruhling, Ann (26396260) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","1","3","Graded","","","","5","5","","","0","0","5","","","","","","","","","","",""
"CIST 9990 - DISSERTATION"
,"1632","14593","Fall 2023","1238","UNO-DOIS","CIST","9990","CIST 9990","001","DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Fruhling, Ann (26396260) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","12","Satisfactory/Unsatisfactory","","","","13","20","","","0","0","20","","","","","","","","","","",""
"CSCI 1200 - COMPUTER SCIENCE PRINCIPLES"
,"3248","14596","Fall 2023","1238","UNO-CSCI","CSCI","1200","CSCI 1200","001","COMPUTER SCIENCE PRINCIPLES","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Perez, Alfredo (72852090) [Primary Instructor, Post, Print]","Peter Kiewit Institute 276","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; University General Education: Natural/Physical Sci General Education lecture","University General Education: Natural/Physical Sci General Education lecture","","30","30","","","5","0","30","","","","","","","","","","Not intended for students who have completed CIST 1400 and CSCI 1620.",""
,"5570","21599","Fall 2023","1238","UNO-CSCI","CSCI","1200","CSCI 1200","002","COMPUTER SCIENCE PRINCIPLES","","Lecture","","TR 9am-10:15am","TR 9am-10:15am","Cooper, Kate (35979329) [Primary Instructor, Post, Print]","Peter Kiewit Institute 276","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","University General Education: Natural/Physical Sci General Education lecture","University General Education: Natural/Physical Sci General Education lecture","","35","35","","","0","0","35","","","","","","","","","","",""
,"5747","21751","Fall 2023","1238","UNO-CSCI","CSCI","1200","CSCI 1200","003","COMPUTER SCIENCE PRINCIPLES","","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Ashokan, Ash (58692766) [Primary Instructor, Post, Print]","Peter Kiewit Institute 276","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","University General Education: Natural/Physical Sci General Education lecture","University General Education: Natural/Physical Sci General Education lecture","","29","30","","","99","0","30","","","","","","","","","","",""
,"3249","16557","Fall 2023","1238","UNO-CSCI","CSCI","1200","CSCI 1200","601","COMPUTER SCIENCE PRINCIPLES","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Genoways, Sharon (37371716) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Marian High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","Instructor Consent Required","3","3","Graded","University General Education: Natural/Physical Sci General Education lecture","University General Education: Natural/Physical Sci General Education lecture","","5","30","","","0","0","30","","","","","","","","","","",""
,"3250","16558","Fall 2023","1238","UNO-CSCI","CSCI","1200","CSCI 1200","602","COMPUTER SCIENCE PRINCIPLES","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Gudino, Dario (92353062) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Bryan High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","Instructor Consent Required","3","3","Graded","University General Education: Natural/Physical Sci General Education lecture","University General Education: Natural/Physical Sci General Education lecture","","14","30","","","0","0","30","","","","","","","","","","",""
,"3251","16559","Fall 2023","1238","UNO-CSCI","CSCI","1200","CSCI 1200","603","COMPUTER SCIENCE PRINCIPLES","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Henderson, Randall (18386235) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","North High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","Instructor Consent Required","3","3","Graded","University General Education: Natural/Physical Sci General Education lecture","University General Education: Natural/Physical Sci General Education lecture","","5","30","","","0","0","30","","","","","","","","","","",""
,"3252","16560","Fall 2023","1238","UNO-CSCI","CSCI","1200","CSCI 1200","604","COMPUTER SCIENCE PRINCIPLES","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Lodes, Julie (03247341) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Platteview High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","Instructor Consent Required","3","3","Graded","University General Education: Natural/Physical Sci General Education lecture","University General Education: Natural/Physical Sci General Education lecture","","0","30","","","0","0","30","","","","","","","","","","",""
,"3253","16561","Fall 2023","1238","UNO-CSCI","CSCI","1200","CSCI 1200","605","COMPUTER SCIENCE PRINCIPLES","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Kumar, Ashutosh (55238689) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Central High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","Instructor Consent Required","3","3","Graded","University General Education: Natural/Physical Sci General Education lecture","University General Education: Natural/Physical Sci General Education lecture","","7","30","","","0","0","30","","","","","","","","","","",""
,"5948","21986","Fall 2023","1238","UNO-CSCI","CSCI","1200","CSCI 1200","606","COMPUTER SCIENCE PRINCIPLES","","Lecture","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Wolford, Jeff (53238466) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Central High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","University General Education: Natural/Physical Sci General Education lecture","University General Education: Natural/Physical Sci General Education lecture","","9","30","","","0","0","30","","","","","","","","","","",""
,"3254","14595","Fall 2023","1238","UNO-CSCI","CSCI","1200","CSCI 1200","851","COMPUTER SCIENCE PRINCIPLES","","Lecture","","Does Not Meet","Does Not Meet","Owora, Agatha (72315145) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online; University General Education: Natural/Physical Sci General Education lecture","University General Education: Natural/Physical Sci General Education lecture","","35","35","","","99","0","40","","","","","","","","","","Not intended for students who have completed CIST 1400 and CSCI 1620.",""
,"3255","15786","Fall 2023","1238","UNO-CSCI","CSCI","1200","CSCI 1200","852","COMPUTER SCIENCE PRINCIPLES","","Lecture","","Does Not Meet","Does Not Meet","Ashokan, Ash (58692766) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online; University General Education: Natural/Physical Sci General Education lecture","University General Education: Natural/Physical Sci General Education lecture","","35","35","","","99","0","35","","","","","","","","","","",""
,"3256","15677","Fall 2023","1238","UNO-CSCI","CSCI","1200","CSCI 1200","860","COMPUTER SCIENCE PRINCIPLES","","Lecture","","TR 12pm-1:15pm","TR 12pm-1:15pm; Does Not Meet","Ashokan, Ash (58692766) [Primary Instructor, Post, Print]; Ashokan, Ash (58692766) [Primary Instructor, Post, Print]; Crichton, Dusten (44625899) [Secondary Instructor, No Print]","Peter Kiewit Institute 276; Partially Online","Active","Regular Academic Session","UNO-IS","Partially Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Partially Online: Partially Online; Thompson Learning Community: Thompson Learning Community Scholars Only; University General Education: Natural/Physical Sci General Education lecture","University General Education: Natural/Physical Sci General Education lecture","","25","25","","","0","0","30","","","","","","","","","","",""
"CSCI 1204 - COMPUTER SCIENCE PRINCIPLES LABORATORY"
